0|94102|White|9223372036854775807
1|94103|White|9223372036854775807
2|94104|White|9223372036854775807
3|94105|White|9223372036854775807
4|94106|White|9223372036854775807
5|94107|White|9223372036854775807
6|94108|White|9223372036854775807
7|92619,159879|White|9223372036854775807
8|94109|White|9223372036854775807
9|94110|White|9223372036854775807
10|94111|White|9223372036854775807
11|94112|White|9223372036854775807
12|94113|White|9223372036854775807
13|94114,94132|White|9223372036854775807
14|94115|White|9223372036854775807
15|94116|White|9223372036854775807
16|94117|White|9223372036854775807
17|94118|White|9223372036854775807
18|94119|White|9223372036854775807
19|94120|White|9223372036854775807
20|94121|White|9223372036854775807
21|94122|White|9223372036854775807
22|94123|White|9223372036854775807
23|94124|White|9223372036854775807
24|94125|White|9223372036854775807
25|94126|White|9223372036854775807
26|94127|White|9223372036854775807
27|94128|White|9223372036854775807
28|94129,97127,103595|White|9223372036854775807
29|94130|White|9223372036854775807
30|94131|White|9223372036854775807
31|94133|White|9223372036854775807
32|94134|White|9223372036854775807
33|94135|White|9223372036854775807
34|94136|White|9223372036854775807
35|94137|White|9223372036854775807
36|94138|White|9223372036854775807
37|94139|White|9223372036854775807
38|94140|White|9223372036854775807
39|94141,163795|White|9223372036854775807
40|94142|White|9223372036854775807
41|94143|White|9223372036854775807
42|94144|White|9223372036854775807
43|94145|White|9223372036854775807
44|94146|White|9223372036854775807
45|94147|White|9223372036854775807
46|94148|White|9223372036854775807
47|94149|White|9223372036854775807
48|94150|White|9223372036854775807
49|94151|White|9223372036854775807
50|94152|White|9223372036854775807
51|5662|White|9223372036854775807
52|94153|White|9223372036854775807
53|94154|White|9223372036854775807
54|94155|White|9223372036854775807
55|94156|White|9223372036854775807
56|94157|White|9223372036854775807
57|94158|White|9223372036854775807
58|94159|White|9223372036854775807
59|94160|White|9223372036854775807
60|94161,153538|White|9223372036854775807
61|94162|White|9223372036854775807
62|94163|White|9223372036854775807
63|94164|White|9223372036854775807
64|94165|White|9223372036854775807
65|94166|White|9223372036854775807
66|94167|White|9223372036854775807
67|94168|White|9223372036854775807
68|94169|White|9223372036854775807
69|94170,165900,185509|White|9223372036854775807
70|94171|White|9223372036854775807
71|94172|White|9223372036854775807
72|94173|White|9223372036854775807
73|94174|White|9223372036854775807
74|94175|White|9223372036854775807
75|94176|White|9223372036854775807
76|94177|White|9223372036854775807
77|94178|White|9223372036854775807
78|94179|White|9223372036854775807
79|94180|White|9223372036854775807
80|94181|White|9223372036854775807
81|94182|White|9223372036854775807
82|94183|White|9223372036854775807
83|94184|White|9223372036854775807
84|94185|White|9223372036854775807
85|94186|White|9223372036854775807
86|94187|White|9223372036854775807
87|94188|White|9223372036854775807
88|94189,139083|White|9223372036854775807
89|94190,159121|White|9223372036854775807
90|94191|White|9223372036854775807
91|94192,151697,150790,154329|White|9223372036854775807
92|94193|White|9223372036854775807
93|94194,140164|White|9223372036854775807
94|94195|White|9223372036854775807
95|94196|White|9223372036854775807
96|94197|White|9223372036854775807
97|94198|White|9223372036854775807
98|94199|White|9223372036854775807
99|94200,96230|White|9223372036854775807
100|94201|White|9223372036854775807
101|94202|White|9223372036854775807
102|94203|White|9223372036854775807
103|94204|White|9223372036854775807
104|94205|White|9223372036854775807
105|94206|White|9223372036854775807
106|94207|White|9223372036854775807
107|94208|White|9223372036854775807
108|94209,164948|White|9223372036854775807
109|94210|White|9223372036854775807
110|94211|White|9223372036854775807
111|94212|White|9223372036854775807
112|94213|White|9223372036854775807
113|94214|White|9223372036854775807
114|94215|White|9223372036854775807
115|94216|White|9223372036854775807
116|94217|White|9223372036854775807
117|94218|White|9223372036854775807
118|94219|White|9223372036854775807
119|94220|White|9223372036854775807
120|94221|White|9223372036854775807
121|94222|White|9223372036854775807
122|94223,160173|White|9223372036854775807
123|94224|White|9223372036854775807
124|94225|White|9223372036854775807
125|94226|White|9223372036854775807
126|94227|White|9223372036854775807
127|94228|White|9223372036854775807
128|94229|White|9223372036854775807
129|94230,138040|White|9223372036854775807
130|94231|White|9223372036854775807
131|94232|White|9223372036854775807
132|94233|White|9223372036854775807
133|94234|White|9223372036854775807
134|94235|White|9223372036854775807
135|94236|White|9223372036854775807
136|94237|White|9223372036854775807
137|94238|White|9223372036854775807
138|94239|White|9223372036854775807
139|94240|White|9223372036854775807
140|94241|White|9223372036854775807
141|94242|White|9223372036854775807
142|94243|White|9223372036854775807
143|94244|White|9223372036854775807
144|94245|White|9223372036854775807
145|94246|White|9223372036854775807
146|94247|White|9223372036854775807
147|94248|White|9223372036854775807
148|94249|White|9223372036854775807
149|94250|White|9223372036854775807
150|94251|White|9223372036854775807
151|94252|White|9223372036854775807
152|94253|White|9223372036854775807
153|94254,128521|White|9223372036854775807
154|94255|White|9223372036854775807
155|94256,102543|White|9223372036854775807
156|94257|White|9223372036854775807
157|94258|White|9223372036854775807
158|94259,112589,59961,157459|White|9223372036854775807
159|94260,181764|White|9223372036854775807
160|94261|White|9223372036854775807
161|94262|White|9223372036854775807
162|94263|White|9223372036854775807
163|94264|White|9223372036854775807
164|94265|White|9223372036854775807
165|94266|White|9223372036854775807
166|94267|White|9223372036854775807
167|94268|White|9223372036854775807
168|94269|White|9223372036854775807
169|94270|White|9223372036854775807
170|94271|White|9223372036854775807
171|94272|White|9223372036854775807
172|94273|White|9223372036854775807
173|94274|White|9223372036854775807
174|94275|White|9223372036854775807
175|94276|White|9223372036854775807
176|94277,134644|White|9223372036854775807
177|94278|White|9223372036854775807
178|94279|White|9223372036854775807
179|94280|White|9223372036854775807
180|94281|White|9223372036854775807
181|94282|White|9223372036854775807
182|94283|White|9223372036854775807
183|94284|White|9223372036854775807
184|94285|White|9223372036854775807
185|94286|White|9223372036854775807
186|94287|White|9223372036854775807
187|94288|White|9223372036854775807
188|94289|White|9223372036854775807
189|94290|White|9223372036854775807
190|94291|White|9223372036854775807
191|94292|White|9223372036854775807
192|94293|White|9223372036854775807
193|94294|White|9223372036854775807
194|94295|White|9223372036854775807
195|94296|White|9223372036854775807
196|94297|White|9223372036854775807
197|94298|White|9223372036854775807
198|94299|White|9223372036854775807
199|94300|White|9223372036854775807
200|94301|White|9223372036854775807
201|94302|White|9223372036854775807
202|94303|White|9223372036854775807
203|94304|White|9223372036854775807
204|94305|White|9223372036854775807
205|94306|White|9223372036854775807
206|94307|White|9223372036854775807
207|94308|White|9223372036854775807
208|94309|White|9223372036854775807
209|94310|White|9223372036854775807
210|94311|White|9223372036854775807
211|94312,107350,110669,176152|White|9223372036854775807
212|94313|White|9223372036854775807
213|94314,142944|White|9223372036854775807
214|94315|White|9223372036854775807
215|94316|White|9223372036854775807
216|94317|White|9223372036854775807
217|94318|White|9223372036854775807
218|94319|White|9223372036854775807
219|94320|White|9223372036854775807
220|94321|White|9223372036854775807
221|94322|White|9223372036854775807
222|94323,164375|White|9223372036854775807
223|94324|White|9223372036854775807
224|94325,97146|White|9223372036854775807
225|94326|White|9223372036854775807
226|94327|White|9223372036854775807
227|94328|White|9223372036854775807
228|19985|White|9223372036854775807
229|94329|White|9223372036854775807
230|94330|White|9223372036854775807
231|94331|White|9223372036854775807
232|94332,137988,170175|White|9223372036854775807
233|94333|White|9223372036854775807
234|94334,139141|White|9223372036854775807
235|94335|White|9223372036854775807
236|94336,9073|White|9223372036854775807
237|94337|White|9223372036854775807
238|94338|White|9223372036854775807
239|94339|White|9223372036854775807
240|94340|White|9223372036854775807
241|94341|White|9223372036854775807
242|94342,183776|White|9223372036854775807
243|36963,103693,141510|White|9223372036854775807
244|94343|White|9223372036854775807
245|94344|White|9223372036854775807
246|94345|White|9223372036854775807
247|94346|White|9223372036854775807
248|94347|White|9223372036854775807
249|94348|White|9223372036854775807
250|94349|White|9223372036854775807
251|94350|White|9223372036854775807
252|94351|White|9223372036854775807
253|94352|White|9223372036854775807
254|94353|White|9223372036854775807
255|94354|White|9223372036854775807
256|94355|White|9223372036854775807
257|94356|White|9223372036854775807
258|94357|White|9223372036854775807
259|94358|White|9223372036854775807
260|94359|White|9223372036854775807
261|94360|White|9223372036854775807
262|94361|White|9223372036854775807
263|94362|White|9223372036854775807
264|94363|White|9223372036854775807
265|94364|White|9223372036854775807
266|94365|White|9223372036854775807
267|94366|White|9223372036854775807
268|94367|White|9223372036854775807
269|94368|White|9223372036854775807
270|94369|White|9223372036854775807
271|94370|White|9223372036854775807
272|94371,131882|White|9223372036854775807
273|94372|White|9223372036854775807
274|94373|White|9223372036854775807
275|94374|White|9223372036854775807
276|94375|White|9223372036854775807
277|94376|White|9223372036854775807
278|94377|White|9223372036854775807
279|94378|White|9223372036854775807
280|94379|White|9223372036854775807
281|94380|White|9223372036854775807
282|94381|White|9223372036854775807
283|94382|White|9223372036854775807
284|94383|White|9223372036854775807
285|94384|White|9223372036854775807
286|94385|White|9223372036854775807
287|94386|White|9223372036854775807
288|94387|White|9223372036854775807
289|94388|White|9223372036854775807
290|94389|White|9223372036854775807
291|94390|White|9223372036854775807
292|94391|White|9223372036854775807
293|94392|White|9223372036854775807
294|94393,101686,123221,147369,165130|White|9223372036854775807
295|94394|White|9223372036854775807
296|94395|White|9223372036854775807
297|94396,95716,169664,174240|White|9223372036854775807
298|94397|White|9223372036854775807
299|94398|White|9223372036854775807
300|94399|White|9223372036854775807
301|94400,149586,156842,169887|White|9223372036854775807
302|94401|White|9223372036854775807
303|94402|White|9223372036854775807
304|94403|White|9223372036854775807
305|94404|White|9223372036854775807
306|94405|White|9223372036854775807
307|94406|White|9223372036854775807
308|94407|White|9223372036854775807
309|94408|White|9223372036854775807
310|94409|White|9223372036854775807
311|94410|White|9223372036854775807
312|94411|White|9223372036854775807
313|94412|White|9223372036854775807
314|94413|White|9223372036854775807
315|94414|White|9223372036854775807
316|94415|White|9223372036854775807
317|94416|White|9223372036854775807
318|94417|White|9223372036854775807
319|94418|White|9223372036854775807
320|94419|White|9223372036854775807
321|94420|White|9223372036854775807
322|94421|White|9223372036854775807
323|94422|White|9223372036854775807
324|94423,142033|White|9223372036854775807
325|94424|White|9223372036854775807
326|94425|White|9223372036854775807
327|94426|White|9223372036854775807
328|94427,110823,135145,90763|White|9223372036854775807
329|94428|White|9223372036854775807
330|94429|White|9223372036854775807
331|94430|White|9223372036854775807
332|94431|White|9223372036854775807
333|94432|White|9223372036854775807
334|94433|White|9223372036854775807
335|94434|White|9223372036854775807
336|94435|White|9223372036854775807
337|94436|White|9223372036854775807
338|94437|White|9223372036854775807
339|94438|White|9223372036854775807
340|94439|White|9223372036854775807
341|94440|White|9223372036854775807
342|94441|White|9223372036854775807
343|94442|White|9223372036854775807
344|94443|White|9223372036854775807
345|94444,137935|White|9223372036854775807
346|94445|White|9223372036854775807
347|94446|White|9223372036854775807
348|94447|White|9223372036854775807
349|94448|White|9223372036854775807
350|94449,105577|White|9223372036854775807
351|94450|White|9223372036854775807
352|94451|White|9223372036854775807
353|94452|White|9223372036854775807
354|94453|White|9223372036854775807
355|94454|White|9223372036854775807
356|94455|White|9223372036854775807
357|94456|White|9223372036854775807
358|94457|White|9223372036854775807
359|94458|White|9223372036854775807
360|94459|White|9223372036854775807
361|94460|White|9223372036854775807
362|94461|White|9223372036854775807
363|94462|White|9223372036854775807
364|94463|White|9223372036854775807
365|94464,109741|White|9223372036854775807
366|94465|White|9223372036854775807
367|94466|White|9223372036854775807
368|94467|White|9223372036854775807
369|94468|White|9223372036854775807
370|94469|White|9223372036854775807
371|94470|White|9223372036854775807
372|94471|White|9223372036854775807
373|94472|White|9223372036854775807
374|94473|White|9223372036854775807
375|94474|White|9223372036854775807
376|94475|White|9223372036854775807
377|94476|White|9223372036854775807
378|94477|White|9223372036854775807
379|94478|White|9223372036854775807
380|94479,135777|White|9223372036854775807
381|94480|White|9223372036854775807
382|94481|White|9223372036854775807
